created,status,title,description,solved,id
2024-06-22T14:53:56,PENDING,BLOQUEIO DE ACESSO,&quot;Ocorreu um erro ao buscar seus dados.&quot;<br />Estou recebendo essa mensagem ja tem uma semana e não consigo fazer nada dentro da plataforma do inss.,False,SPZ_DJkrA2XCwhMq
2024-06-22T09:49:47,PENDING,Revisão administrativa,"Desde o dia 26/03/2024, não tenho resposta da revisão do pagamento, pois colocarão a data incorreta. Ligo no 135 e fala que tem que esperar já estou esperando a 3 meses e não recebi nem uma posição..",False,C90tlLR6rv-pVnX1
2024-06-22T09:44:36,PENDING,Já fiz todas as perícias marca doença infecção venosa na perna esquerda burrice tendente e até agora não tenho resultado,Estou doente entrei com ação contra o INSS pra ver se recebo um auxílio em consequência do meu problema de saude,False,Rsj6so8iLRftrpxF
2024-06-21T20:16:26,PENDING,Atualizaram os dados de outra pessoa e colocaram como se fossem meus.,"Desde quando tirei a carteira de trabalho com 16 anos, não consigo resolver esse problema, hoje tenho 26 anos e estou impossibilitada de assinar minha carteira, pedir auxilio doença, entre outras coisas, pois não consigo simplesmente agendar horário e ir na agencia atualizar meus dados, sendo que quando vou presencialmente não me atendem e quando ligo tentando marcar horário, por estar com nome de outra pessoa constando no meu cpf não consigo atendimento, já fui na receita federal estar tudo ok, já fui na caixa tudo ok, o problema realmente é que costa uma pessoa do piau, sendo que sou de salvador, pelo amor de Deus  me ajudem.",False,lOvCq29ux4UfS5fq
2024-06-21T17:10:08,PENDING,Desconto indevido,"Já estou no 3 mês que estão descontando 39 reais em cima do meu dinheiro que recebo todos os meses, sou pensionista. EU NUNCA AUTORIZEI desconto algum e não tenho nem ideia de onde isso procede. Eu não sei mais o que fazer.",False,gnFn-ilbH1fDzEkp
2024-06-21T16:59:02,PENDING,Número de contato errado,"Boa tarde!<br />Desde do dia 30/01/2024 estou recebendo ligações e várias mensagens de textos sobre empréstimo consignado, procurando uma Sra chamada de Maria, todos os dias recebo várias mensagens, de bancos oferecendo empréstimos, sendo que este número é meu a exatos 5 anos ou mais, eu DESCONHEÇO esse Sra, quero que exclua meu número da base do INSS do cadastro desta mulher, já está muito chato isso e insuportável.",False,GqvR6KUSOy4ghz-L
2024-06-21T16:19:04,PENDING,Central de Atendimento 135 Atendimento Lixo,"Agora pouco tentei falar com a central (135)que amplia os serviços junto ao(inss), simplesmente pós ficar 20min na linha , recebi uma atendimento &quot;lixo&quot; de uma atendente despreparada, e com uma pressa absurda parecia que estava a perder o trem, simplesmente desligou na minha cara e não esclareceu minhas dúvidas . Se estressou e desligou e [Editado pelo Reclame Aqui] se o cliente &quot;trouxa&quot; que tem que passar por isso , por uma despreparo de uma profissional que não deve ter treinamento ce é que eu posso chamar de &quot;profissional&quot;.",False,sY8r2AvI_d4W06le
2024-06-21T13:56:55,PENDING,[Editado pelo Reclame Aqui],"Em abril/2024 recebi de décimo terceiro o valor de 353,00 reais onde em maio/2024 fui descontado pois alegaram que o pagamento foi feito no mês errado, deveria ser pago em maio/2024, já em maio recebi de décimo terceiro o valor de 470,66 ( valor diferente do mês anterior onde falaram ter pago errado ) onde desses 470,66 fui descontado os 353,00, em junho/2024 onde seria a segunda parcela do décimo terceiro recebi 588,33 onde novamente está me descontando o valor de 588,33 no pagamento do mês de julho/2024, estou no INSS desde janeiro/2023 e estou  recebendo décimo terceiro e  recebi  meu décimo terceiro como se tivesse entrado recentemente recebendo avos e tomado de volta, o INSS está me [Editado pelo Reclame Aqui] na minha cara, vc liga para o 135 para esclarecimentos e apenas ouço que eles não tem acesso a valores e não podem fazer nada e ao solicitar uma ouvidoria em todas as vezes o sistema está fora do ar, aqui está um protocolo*******62 de milhares que possuo ao pedir para fazer uma ouvidoria, é uma vergonha, perito nega um atendimento e ganha 60 reais, imagina 20 pedidos negados num só dia e mais o bom salário pra ficar sentado o dia todo no ar condicionado?! Curioso ne, quem recorre ao INSS não tá ali pedindo favor, pago pra tá alí, décimo terceiro não é presente dado pela previdência, trabalhei pra ter.",False,OCIsGOcfgGmJk-oA
2024-06-21T13:36:00,PENDING,Local sem endereço correto.,"Entrei com pedido de afastamento temporário pelo INSS, e o local para recebimento do benefício informado pelos atendentes não é exato. A agência Bradesco Express, é no Mini Mercado do Vozinho, mas a localização do mapa, fica dentro de uma comunidade. Não tem como entrar, não tem endereço certo, pois um endereço passado não bate com o outro, tenho prazo para receber o benefício, mas não consigo uma informação precisa. O mesmo mini mercado do vozinho tem dois endereços, um é rua: San Sepé e o outro Rua São João da Ponte. Ambos endereços informados pelo INSS. <br />Gostaria de saber também se o INSS se responsalizará se acontecer algo comigo dentro desta comunidade, pois estou indo sacar dinheiro neste local.",False,6waxwATIo8_F4kTe
2024-06-22T14:53:56,PENDING,BLOQUEIO DE ACESSO,&quot;Ocorreu um erro ao buscar seus dados.&quot;<br />Estou recebendo essa mensagem ja tem uma semana e não consigo fazer nada dentro da plataforma do inss.,False,SPZ_DJkrA2XCwhMq
2024-06-22T09:49:47,PENDING,Revisão administrativa,"Desde o dia 26/03/2024, não tenho resposta da revisão do pagamento, pois colocarão a data incorreta. Ligo no 135 e fala que tem que esperar já estou esperando a 3 meses e não recebi nem uma posição..",False,C90tlLR6rv-pVnX1
2024-06-22T09:44:36,PENDING,Já fiz todas as perícias marca doença infecção venosa na perna esquerda burrice tendente e até agora não tenho resultado,Estou doente entrei com ação contra o INSS pra ver se recebo um auxílio em consequência do meu problema de saude,False,Rsj6so8iLRftrpxF
2024-06-21T20:16:26,PENDING,Atualizaram os dados de outra pessoa e colocaram como se fossem meus.,"Desde quando tirei a carteira de trabalho com 16 anos, não consigo resolver esse problema, hoje tenho 26 anos e estou impossibilitada de assinar minha carteira, pedir auxilio doença, entre outras coisas, pois não consigo simplesmente agendar horário e ir na agencia atualizar meus dados, sendo que quando vou presencialmente não me atendem e quando ligo tentando marcar horário, por estar com nome de outra pessoa constando no meu cpf não consigo atendimento, já fui na receita federal estar tudo ok, já fui na caixa tudo ok, o problema realmente é que costa uma pessoa do piau, sendo que sou de salvador, pelo amor de Deus  me ajudem.",False,lOvCq29ux4UfS5fq
2024-06-21T17:10:08,PENDING,Desconto indevido,"Já estou no 3 mês que estão descontando 39 reais em cima do meu dinheiro que recebo todos os meses, sou pensionista. EU NUNCA AUTORIZEI desconto algum e não tenho nem ideia de onde isso procede. Eu não sei mais o que fazer.",False,gnFn-ilbH1fDzEkp
2024-06-21T16:59:02,PENDING,Número de contato errado,"Boa tarde!<br />Desde do dia 30/01/2024 estou recebendo ligações e várias mensagens de textos sobre empréstimo consignado, procurando uma Sra chamada de Maria, todos os dias recebo várias mensagens, de bancos oferecendo empréstimos, sendo que este número é meu a exatos 5 anos ou mais, eu DESCONHEÇO esse Sra, quero que exclua meu número da base do INSS do cadastro desta mulher, já está muito chato isso e insuportável.",False,GqvR6KUSOy4ghz-L
2024-06-21T16:19:04,PENDING,Central de Atendimento 135 Atendimento Lixo,"Agora pouco tentei falar com a central (135)que amplia os serviços junto ao(inss), simplesmente pós ficar 20min na linha , recebi uma atendimento &quot;lixo&quot; de uma atendente despreparada, e com uma pressa absurda parecia que estava a perder o trem, simplesmente desligou na minha cara e não esclareceu minhas dúvidas . Se estressou e desligou e [Editado pelo Reclame Aqui] se o cliente &quot;trouxa&quot; que tem que passar por isso , por uma despreparo de uma profissional que não deve ter treinamento ce é que eu posso chamar de &quot;profissional&quot;.",False,sY8r2AvI_d4W06le
2024-06-21T13:56:55,PENDING,[Editado pelo Reclame Aqui],"Em abril/2024 recebi de décimo terceiro o valor de 353,00 reais onde em maio/2024 fui descontado pois alegaram que o pagamento foi feito no mês errado, deveria ser pago em maio/2024, já em maio recebi de décimo terceiro o valor de 470,66 ( valor diferente do mês anterior onde falaram ter pago errado ) onde desses 470,66 fui descontado os 353,00, em junho/2024 onde seria a segunda parcela do décimo terceiro recebi 588,33 onde novamente está me descontando o valor de 588,33 no pagamento do mês de julho/2024, estou no INSS desde janeiro/2023 e estou  recebendo décimo terceiro e  recebi  meu décimo terceiro como se tivesse entrado recentemente recebendo avos e tomado de volta, o INSS está me [Editado pelo Reclame Aqui] na minha cara, vc liga para o 135 para esclarecimentos e apenas ouço que eles não tem acesso a valores e não podem fazer nada e ao solicitar uma ouvidoria em todas as vezes o sistema está fora do ar, aqui está um protocolo*******62 de milhares que possuo ao pedir para fazer uma ouvidoria, é uma vergonha, perito nega um atendimento e ganha 60 reais, imagina 20 pedidos negados num só dia e mais o bom salário pra ficar sentado o dia todo no ar condicionado?! Curioso ne, quem recorre ao INSS não tá ali pedindo favor, pago pra tá alí, décimo terceiro não é presente dado pela previdência, trabalhei pra ter.",False,OCIsGOcfgGmJk-oA
2024-06-21T13:36:00,PENDING,Local sem endereço correto.,"Entrei com pedido de afastamento temporário pelo INSS, e o local para recebimento do benefício informado pelos atendentes não é exato. A agência Bradesco Express, é no Mini Mercado do Vozinho, mas a localização do mapa, fica dentro de uma comunidade. Não tem como entrar, não tem endereço certo, pois um endereço passado não bate com o outro, tenho prazo para receber o benefício, mas não consigo uma informação precisa. O mesmo mini mercado do vozinho tem dois endereços, um é rua: San Sepé e o outro Rua São João da Ponte. Ambos endereços informados pelo INSS. <br />Gostaria de saber também se o INSS se responsalizará se acontecer algo comigo dentro desta comunidade, pois estou indo sacar dinheiro neste local.",False,6waxwATIo8_F4kTe
2024-06-21T13:23:05,PENDING,Contrib Master Prev 0800 202 0125,Meus benefícios dos meses 4/2024 e 5/2024 vieram com um desconto para Contrib Master Prev 0800 202 0125 sem que eu tenha autorizado. É um absurdo que nossos dados estejam tão sem segurança e possam fazer isso sem nosso conhecimento. É necessário que a empresa que descontou faça o devido ressarcimento.,False,4v4Pl2JsY_A8kE2H
2024-06-22T09:49:47,PENDING,Revisão administrativa,"Desde o dia 26/03/2024, não tenho resposta da revisão do pagamento, pois colocarão a data incorreta. Ligo no 135 e fala que tem que esperar já estou esperando a 3 meses e não recebi nem uma posição..",False,C90tlLR6rv-pVnX1
2024-06-22T09:44:36,PENDING,Já fiz todas as perícias marca doença infecção venosa na perna esquerda burrice tendente e até agora não tenho resultado,Estou doente entrei com ação contra o INSS pra ver se recebo um auxílio em consequência do meu problema de saude,False,Rsj6so8iLRftrpxF
2024-06-21T20:16:26,PENDING,Atualizaram os dados de outra pessoa e colocaram como se fossem meus.,"Desde quando tirei a carteira de trabalho com 16 anos, não consigo resolver esse problema, hoje tenho 26 anos e estou impossibilitada de assinar minha carteira, pedir auxilio doença, entre outras coisas, pois não consigo simplesmente agendar horário e ir na agencia atualizar meus dados, sendo que quando vou presencialmente não me atendem e quando ligo tentando marcar horário, por estar com nome de outra pessoa constando no meu cpf não consigo atendimento, já fui na receita federal estar tudo ok, já fui na caixa tudo ok, o problema realmente é que costa uma pessoa do piau, sendo que sou de salvador, pelo amor de Deus  me ajudem.",False,lOvCq29ux4UfS5fq
2024-06-21T17:10:08,PENDING,Desconto indevido,"Já estou no 3 mês que estão descontando 39 reais em cima do meu dinheiro que recebo todos os meses, sou pensionista. EU NUNCA AUTORIZEI desconto algum e não tenho nem ideia de onde isso procede. Eu não sei mais o que fazer.",False,gnFn-ilbH1fDzEkp
2024-06-21T16:59:02,PENDING,Número de contato errado,"Boa tarde!<br />Desde do dia 30/01/2024 estou recebendo ligações e várias mensagens de textos sobre empréstimo consignado, procurando uma Sra chamada de Maria, todos os dias recebo várias mensagens, de bancos oferecendo empréstimos, sendo que este número é meu a exatos 5 anos ou mais, eu DESCONHEÇO esse Sra, quero que exclua meu número da base do INSS do cadastro desta mulher, já está muito chato isso e insuportável.",False,GqvR6KUSOy4ghz-L
2024-06-21T16:19:04,PENDING,Central de Atendimento 135 Atendimento Lixo,"Agora pouco tentei falar com a central (135)que amplia os serviços junto ao(inss), simplesmente pós ficar 20min na linha , recebi uma atendimento &quot;lixo&quot; de uma atendente despreparada, e com uma pressa absurda parecia que estava a perder o trem, simplesmente desligou na minha cara e não esclareceu minhas dúvidas . Se estressou e desligou e [Editado pelo Reclame Aqui] se o cliente &quot;trouxa&quot; que tem que passar por isso , por uma despreparo de uma profissional que não deve ter treinamento ce é que eu posso chamar de &quot;profissional&quot;.",False,sY8r2AvI_d4W06le
2024-06-21T13:56:55,PENDING,[Editado pelo Reclame Aqui],"Em abril/2024 recebi de décimo terceiro o valor de 353,00 reais onde em maio/2024 fui descontado pois alegaram que o pagamento foi feito no mês errado, deveria ser pago em maio/2024, já em maio recebi de décimo terceiro o valor de 470,66 ( valor diferente do mês anterior onde falaram ter pago errado ) onde desses 470,66 fui descontado os 353,00, em junho/2024 onde seria a segunda parcela do décimo terceiro recebi 588,33 onde novamente está me descontando o valor de 588,33 no pagamento do mês de julho/2024, estou no INSS desde janeiro/2023 e estou  recebendo décimo terceiro e  recebi  meu décimo terceiro como se tivesse entrado recentemente recebendo avos e tomado de volta, o INSS está me [Editado pelo Reclame Aqui] na minha cara, vc liga para o 135 para esclarecimentos e apenas ouço que eles não tem acesso a valores e não podem fazer nada e ao solicitar uma ouvidoria em todas as vezes o sistema está fora do ar, aqui está um protocolo*******62 de milhares que possuo ao pedir para fazer uma ouvidoria, é uma vergonha, perito nega um atendimento e ganha 60 reais, imagina 20 pedidos negados num só dia e mais o bom salário pra ficar sentado o dia todo no ar condicionado?! Curioso ne, quem recorre ao INSS não tá ali pedindo favor, pago pra tá alí, décimo terceiro não é presente dado pela previdência, trabalhei pra ter.",False,OCIsGOcfgGmJk-oA
2024-06-21T13:36:00,PENDING,Local sem endereço correto.,"Entrei com pedido de afastamento temporário pelo INSS, e o local para recebimento do benefício informado pelos atendentes não é exato. A agência Bradesco Express, é no Mini Mercado do Vozinho, mas a localização do mapa, fica dentro de uma comunidade. Não tem como entrar, não tem endereço certo, pois um endereço passado não bate com o outro, tenho prazo para receber o benefício, mas não consigo uma informação precisa. O mesmo mini mercado do vozinho tem dois endereços, um é rua: San Sepé e o outro Rua São João da Ponte. Ambos endereços informados pelo INSS. <br />Gostaria de saber também se o INSS se responsalizará se acontecer algo comigo dentro desta comunidade, pois estou indo sacar dinheiro neste local.",False,6waxwATIo8_F4kTe
2024-06-21T13:23:05,PENDING,Contrib Master Prev 0800 202 0125,Meus benefícios dos meses 4/2024 e 5/2024 vieram com um desconto para Contrib Master Prev 0800 202 0125 sem que eu tenha autorizado. É um absurdo que nossos dados estejam tão sem segurança e possam fazer isso sem nosso conhecimento. É necessário que a empresa que descontou faça o devido ressarcimento.,False,4v4Pl2JsY_A8kE2H
2024-06-21T13:16:24,PENDING,Desconto indevido,"Prezados, boa tarde! Está havendo descontos indevidos na minha folha de pagamento referente aos meus dois benefícios. Desconheço qualquer tipo de transação solicitado por mim. Solicito reembolso pois estão descontando tem mais de um ano. Os descontos em folha é no valor de R$35,00.  Segue conforme anexo abaixo.",False,QJXwKNHGhFttiiUX
2024-06-22T09:44:36,PENDING,Já fiz todas as perícias marca doença infecção venosa na perna esquerda burrice tendente e até agora não tenho resultado,Estou doente entrei com ação contra o INSS pra ver se recebo um auxílio em consequência do meu problema de saude,False,Rsj6so8iLRftrpxF
2024-06-21T20:16:26,PENDING,Atualizaram os dados de outra pessoa e colocaram como se fossem meus.,"Desde quando tirei a carteira de trabalho com 16 anos, não consigo resolver esse problema, hoje tenho 26 anos e estou impossibilitada de assinar minha carteira, pedir auxilio doença, entre outras coisas, pois não consigo simplesmente agendar horário e ir na agencia atualizar meus dados, sendo que quando vou presencialmente não me atendem e quando ligo tentando marcar horário, por estar com nome de outra pessoa constando no meu cpf não consigo atendimento, já fui na receita federal estar tudo ok, já fui na caixa tudo ok, o problema realmente é que costa uma pessoa do piau, sendo que sou de salvador, pelo amor de Deus  me ajudem.",False,lOvCq29ux4UfS5fq
2024-06-21T17:10:08,PENDING,Desconto indevido,"Já estou no 3 mês que estão descontando 39 reais em cima do meu dinheiro que recebo todos os meses, sou pensionista. EU NUNCA AUTORIZEI desconto algum e não tenho nem ideia de onde isso procede. Eu não sei mais o que fazer.",False,gnFn-ilbH1fDzEkp
2024-06-21T16:59:02,PENDING,Número de contato errado,"Boa tarde!<br />Desde do dia 30/01/2024 estou recebendo ligações e várias mensagens de textos sobre empréstimo consignado, procurando uma Sra chamada de Maria, todos os dias recebo várias mensagens, de bancos oferecendo empréstimos, sendo que este número é meu a exatos 5 anos ou mais, eu DESCONHEÇO esse Sra, quero que exclua meu número da base do INSS do cadastro desta mulher, já está muito chato isso e insuportável.",False,GqvR6KUSOy4ghz-L
2024-06-21T16:19:04,PENDING,Central de Atendimento 135 Atendimento Lixo,"Agora pouco tentei falar com a central (135)que amplia os serviços junto ao(inss), simplesmente pós ficar 20min na linha , recebi uma atendimento &quot;lixo&quot; de uma atendente despreparada, e com uma pressa absurda parecia que estava a perder o trem, simplesmente desligou na minha cara e não esclareceu minhas dúvidas . Se estressou e desligou e [Editado pelo Reclame Aqui] se o cliente &quot;trouxa&quot; que tem que passar por isso , por uma despreparo de uma profissional que não deve ter treinamento ce é que eu posso chamar de &quot;profissional&quot;.",False,sY8r2AvI_d4W06le
2024-06-21T13:56:55,PENDING,[Editado pelo Reclame Aqui],"Em abril/2024 recebi de décimo terceiro o valor de 353,00 reais onde em maio/2024 fui descontado pois alegaram que o pagamento foi feito no mês errado, deveria ser pago em maio/2024, já em maio recebi de décimo terceiro o valor de 470,66 ( valor diferente do mês anterior onde falaram ter pago errado ) onde desses 470,66 fui descontado os 353,00, em junho/2024 onde seria a segunda parcela do décimo terceiro recebi 588,33 onde novamente está me descontando o valor de 588,33 no pagamento do mês de julho/2024, estou no INSS desde janeiro/2023 e estou  recebendo décimo terceiro e  recebi  meu décimo terceiro como se tivesse entrado recentemente recebendo avos e tomado de volta, o INSS está me [Editado pelo Reclame Aqui] na minha cara, vc liga para o 135 para esclarecimentos e apenas ouço que eles não tem acesso a valores e não podem fazer nada e ao solicitar uma ouvidoria em todas as vezes o sistema está fora do ar, aqui está um protocolo*******62 de milhares que possuo ao pedir para fazer uma ouvidoria, é uma vergonha, perito nega um atendimento e ganha 60 reais, imagina 20 pedidos negados num só dia e mais o bom salário pra ficar sentado o dia todo no ar condicionado?! Curioso ne, quem recorre ao INSS não tá ali pedindo favor, pago pra tá alí, décimo terceiro não é presente dado pela previdência, trabalhei pra ter.",False,OCIsGOcfgGmJk-oA
2024-06-21T13:36:00,PENDING,Local sem endereço correto.,"Entrei com pedido de afastamento temporário pelo INSS, e o local para recebimento do benefício informado pelos atendentes não é exato. A agência Bradesco Express, é no Mini Mercado do Vozinho, mas a localização do mapa, fica dentro de uma comunidade. Não tem como entrar, não tem endereço certo, pois um endereço passado não bate com o outro, tenho prazo para receber o benefício, mas não consigo uma informação precisa. O mesmo mini mercado do vozinho tem dois endereços, um é rua: San Sepé e o outro Rua São João da Ponte. Ambos endereços informados pelo INSS. <br />Gostaria de saber também se o INSS se responsalizará se acontecer algo comigo dentro desta comunidade, pois estou indo sacar dinheiro neste local.",False,6waxwATIo8_F4kTe
2024-06-21T13:23:05,PENDING,Contrib Master Prev 0800 202 0125,Meus benefícios dos meses 4/2024 e 5/2024 vieram com um desconto para Contrib Master Prev 0800 202 0125 sem que eu tenha autorizado. É um absurdo que nossos dados estejam tão sem segurança e possam fazer isso sem nosso conhecimento. É necessário que a empresa que descontou faça o devido ressarcimento.,False,4v4Pl2JsY_A8kE2H
2024-06-21T13:16:24,PENDING,Desconto indevido,"Prezados, boa tarde! Está havendo descontos indevidos na minha folha de pagamento referente aos meus dois benefícios. Desconheço qualquer tipo de transação solicitado por mim. Solicito reembolso pois estão descontando tem mais de um ano. Os descontos em folha é no valor de R$35,00.  Segue conforme anexo abaixo.",False,QJXwKNHGhFttiiUX
2024-06-21T10:49:03,PENDING,Desbloqueio do empréstimo consignado,"Solicitei o desbloqueio do empréstimo consignado em janeiro/2024, atendi a exigência e até o momento não obtive retorno.<br />Dia 20/06/2024 liguei para o 135 e a atendente me informou que está tudo certo e que eu preciso aguardar pois o pedido está em análise, questionei o prazo e ela disse que são 05 dias úteis, o que não entendi, pq já tem 05 meses e nada foi analisado, preciso de um retorno urgente.",False,TDdmNH4HmsANdCuj
2024-06-21T20:16:26,PENDING,Atualizaram os dados de outra pessoa e colocaram como se fossem meus.,"Desde quando tirei a carteira de trabalho com 16 anos, não consigo resolver esse problema, hoje tenho 26 anos e estou impossibilitada de assinar minha carteira, pedir auxilio doença, entre outras coisas, pois não consigo simplesmente agendar horário e ir na agencia atualizar meus dados, sendo que quando vou presencialmente não me atendem e quando ligo tentando marcar horário, por estar com nome de outra pessoa constando no meu cpf não consigo atendimento, já fui na receita federal estar tudo ok, já fui na caixa tudo ok, o problema realmente é que costa uma pessoa do piau, sendo que sou de salvador, pelo amor de Deus  me ajudem.",False,lOvCq29ux4UfS5fq
2024-06-21T17:10:08,PENDING,Desconto indevido,"Já estou no 3 mês que estão descontando 39 reais em cima do meu dinheiro que recebo todos os meses, sou pensionista. EU NUNCA AUTORIZEI desconto algum e não tenho nem ideia de onde isso procede. Eu não sei mais o que fazer.",False,gnFn-ilbH1fDzEkp
2024-06-21T16:59:02,PENDING,Número de contato errado,"Boa tarde!<br />Desde do dia 30/01/2024 estou recebendo ligações e várias mensagens de textos sobre empréstimo consignado, procurando uma Sra chamada de Maria, todos os dias recebo várias mensagens, de bancos oferecendo empréstimos, sendo que este número é meu a exatos 5 anos ou mais, eu DESCONHEÇO esse Sra, quero que exclua meu número da base do INSS do cadastro desta mulher, já está muito chato isso e insuportável.",False,GqvR6KUSOy4ghz-L
2024-06-21T16:19:04,PENDING,Central de Atendimento 135 Atendimento Lixo,"Agora pouco tentei falar com a central (135)que amplia os serviços junto ao(inss), simplesmente pós ficar 20min na linha , recebi uma atendimento &quot;lixo&quot; de uma atendente despreparada, e com uma pressa absurda parecia que estava a perder o trem, simplesmente desligou na minha cara e não esclareceu minhas dúvidas . Se estressou e desligou e [Editado pelo Reclame Aqui] se o cliente &quot;trouxa&quot; que tem que passar por isso , por uma despreparo de uma profissional que não deve ter treinamento ce é que eu posso chamar de &quot;profissional&quot;.",False,sY8r2AvI_d4W06le
2024-06-21T13:56:55,PENDING,[Editado pelo Reclame Aqui],"Em abril/2024 recebi de décimo terceiro o valor de 353,00 reais onde em maio/2024 fui descontado pois alegaram que o pagamento foi feito no mês errado, deveria ser pago em maio/2024, já em maio recebi de décimo terceiro o valor de 470,66 ( valor diferente do mês anterior onde falaram ter pago errado ) onde desses 470,66 fui descontado os 353,00, em junho/2024 onde seria a segunda parcela do décimo terceiro recebi 588,33 onde novamente está me descontando o valor de 588,33 no pagamento do mês de julho/2024, estou no INSS desde janeiro/2023 e estou  recebendo décimo terceiro e  recebi  meu décimo terceiro como se tivesse entrado recentemente recebendo avos e tomado de volta, o INSS está me [Editado pelo Reclame Aqui] na minha cara, vc liga para o 135 para esclarecimentos e apenas ouço que eles não tem acesso a valores e não podem fazer nada e ao solicitar uma ouvidoria em todas as vezes o sistema está fora do ar, aqui está um protocolo*******62 de milhares que possuo ao pedir para fazer uma ouvidoria, é uma vergonha, perito nega um atendimento e ganha 60 reais, imagina 20 pedidos negados num só dia e mais o bom salário pra ficar sentado o dia todo no ar condicionado?! Curioso ne, quem recorre ao INSS não tá ali pedindo favor, pago pra tá alí, décimo terceiro não é presente dado pela previdência, trabalhei pra ter.",False,OCIsGOcfgGmJk-oA
2024-06-21T13:36:00,PENDING,Local sem endereço correto.,"Entrei com pedido de afastamento temporário pelo INSS, e o local para recebimento do benefício informado pelos atendentes não é exato. A agência Bradesco Express, é no Mini Mercado do Vozinho, mas a localização do mapa, fica dentro de uma comunidade. Não tem como entrar, não tem endereço certo, pois um endereço passado não bate com o outro, tenho prazo para receber o benefício, mas não consigo uma informação precisa. O mesmo mini mercado do vozinho tem dois endereços, um é rua: San Sepé e o outro Rua São João da Ponte. Ambos endereços informados pelo INSS. <br />Gostaria de saber também se o INSS se responsalizará se acontecer algo comigo dentro desta comunidade, pois estou indo sacar dinheiro neste local.",False,6waxwATIo8_F4kTe
2024-06-21T13:23:05,PENDING,Contrib Master Prev 0800 202 0125,Meus benefícios dos meses 4/2024 e 5/2024 vieram com um desconto para Contrib Master Prev 0800 202 0125 sem que eu tenha autorizado. É um absurdo que nossos dados estejam tão sem segurança e possam fazer isso sem nosso conhecimento. É necessário que a empresa que descontou faça o devido ressarcimento.,False,4v4Pl2JsY_A8kE2H
2024-06-21T13:16:24,PENDING,Desconto indevido,"Prezados, boa tarde! Está havendo descontos indevidos na minha folha de pagamento referente aos meus dois benefícios. Desconheço qualquer tipo de transação solicitado por mim. Solicito reembolso pois estão descontando tem mais de um ano. Os descontos em folha é no valor de R$35,00.  Segue conforme anexo abaixo.",False,QJXwKNHGhFttiiUX
2024-06-21T10:49:03,PENDING,Desbloqueio do empréstimo consignado,"Solicitei o desbloqueio do empréstimo consignado em janeiro/2024, atendi a exigência e até o momento não obtive retorno.<br />Dia 20/06/2024 liguei para o 135 e a atendente me informou que está tudo certo e que eu preciso aguardar pois o pedido está em análise, questionei o prazo e ela disse que são 05 dias úteis, o que não entendi, pq já tem 05 meses e nada foi analisado, preciso de um retorno urgente.",False,TDdmNH4HmsANdCuj
2024-06-21T10:40:56,PENDING,Vazamento de dados,"INSS vazou os dados da minha filha, menor de idade. Agora recebo 50 chamadas por dia, mensagens para me oferecerem empréstimos. Sendo que já falei que não quero empréstimo e mesmo assim, não param de me ligar . Gostaria que o mesmo que vazou os dados desse um jeito, se não, entrarei com ação judicial contra.",False,Fdh5MV_4zZ-MArgw
2024-06-21T17:10:08,PENDING,Desconto indevido,"Já estou no 3 mês que estão descontando 39 reais em cima do meu dinheiro que recebo todos os meses, sou pensionista. EU NUNCA AUTORIZEI desconto algum e não tenho nem ideia de onde isso procede. Eu não sei mais o que fazer.",False,gnFn-ilbH1fDzEkp
2024-06-21T16:59:02,PENDING,Número de contato errado,"Boa tarde!<br />Desde do dia 30/01/2024 estou recebendo ligações e várias mensagens de textos sobre empréstimo consignado, procurando uma Sra chamada de Maria, todos os dias recebo várias mensagens, de bancos oferecendo empréstimos, sendo que este número é meu a exatos 5 anos ou mais, eu DESCONHEÇO esse Sra, quero que exclua meu número da base do INSS do cadastro desta mulher, já está muito chato isso e insuportável.",False,GqvR6KUSOy4ghz-L
2024-06-21T16:19:04,PENDING,Central de Atendimento 135 Atendimento Lixo,"Agora pouco tentei falar com a central (135)que amplia os serviços junto ao(inss), simplesmente pós ficar 20min na linha , recebi uma atendimento &quot;lixo&quot; de uma atendente despreparada, e com uma pressa absurda parecia que estava a perder o trem, simplesmente desligou na minha cara e não esclareceu minhas dúvidas . Se estressou e desligou e [Editado pelo Reclame Aqui] se o cliente &quot;trouxa&quot; que tem que passar por isso , por uma despreparo de uma profissional que não deve ter treinamento ce é que eu posso chamar de &quot;profissional&quot;.",False,sY8r2AvI_d4W06le
